%time sig1
0 0
5e-06 0.0314107590781
1e-05 0.0627905195293
1.5e-05 0.0941083133185
2e-05 0.125333233564
2.5e-05 0.15643446504
3e-05 0.187381314586
3.5e-05 0.218143241397
4e-05 0.248689887165
4.5e-05 0.278991106039
5e-05 0.309016994375
5.5e-05 0.338737920245
6e-05 0.368124552685
6.5e-05 0.397147890635
7e-05 0.425779291565
7.5e-05 0.45399049974
8e-05 0.481753674102
8.5e-05 0.50904141575
9e-05 0.535826794979
9.5e-05 0.562083377852
