%time sig_out sig_in
4.3e-05 -0.00329991719218 0.319867173308
4.4e-05 -0.0025647720279 -0.0917278889568
4.5e-05 -0.00366200757097 -0.263759811474
4.6e-05 -0.00306129157943 0.448250351217
4.7e-05 -0.00166627579538 -0.0089306031456
4.8e-05 -0.000160575502116 0.486383040824
4.9e-05 0.00268955401317 0.423370339306
5e-05 0.00324237040895 -0.241471490863
5.1e-05 0.00295501289628 0.156200137017
5.2e-05 0.00272856773499 -0.222596289905
5.3e-05 0.00166716591397 -0.110862669291
5.4e-05 0.000622404426499 -0.219405670533
5.5e-05 -0.000724293625774 -0.209363522409
5.6e-05 -0.00204120601402 -0.212588209647
5.7e-05 -0.00186832665256 0.26370788685
5.8e-05 -0.000955680305488 0.0239724610529
5.9e-05 -0.000193596630746 0.217457029781
6e-05 0.000527611017467 0.0124445090237
6.1e-05 0.000405851417564 -0.0502683309755
6.2e-05 0.000679918630905 0.138592404509
6.3e-05 0.0014654331811 0.11358999437
6.4e-05 0.000703265323378 -0.354026859908
6.5e-05 -0.00244445564191 -0.649665032611
6.6e-05 -0.00225468310679 0.705372367919
6.7e-05 0.000263205258041 0.0941049130647
6.8e-05 0.000747181925538 0.0609600320655
6.9e-05 0.00113527966073 0.0644577754368
7e-05 0.00267078798529 0.428115772236
7.1e-05 0.00406384388367 0.0220423240931
7.2e-05 0.00618186254584 0.662389661626
7.3e-05 0.00787205035968 -0.110332258068
7.4e-05 0.00821667875377 0.236119612079
7.5e-05 0.00951478838187 0.19481298303
7.6e-05 0.0112079707475 0.364866462197
7.7e-05 0.0115654111787 -0.228316257312
7.8e-05 0.0101397347357 -0.203785503067
7.9e-05 0.00825667109804 -0.377215863284
8e-05 0.00703446401013 0.00346639934751
8.1e-05 0.00526771224526 -0.553538776283
8.2e-05 0.00383609155059 0.1069435597
8.3e-05 0.00339963891971 -0.238635016491
8.4e-05 0.00328986694141 0.210383016434
8.5e-05 0.00349533557134 -0.138195117715
8.6e-05 0.00136753444736 -0.53424214586
8.7e-05 0.000303213836672 0.197129121693
8.8e-05 0.00293145345479 0.642700199305
8.9e-05 0.00474904631849 -0.0564619219578
9e-05 0.00511399161409 0.182490655396
9.1e-05 0.00576846633634 0.0367175769041
9.2e-05 0.00511407876985 -0.234133063606
9.3e-05 0.00574910385882 0.447131010028
9.4e-05 0.00659838847296 -0.164447828831
9.5e-05 0.00739068219973 0.430631825494
9.6e-05 0.00987503263428 0.377427193404
9.7e-05 0.011638450017 0.205399475624
9.8e-05 0.0127347198315 0.16792721413
9.9e-05 0.0139682581131 0.251423193808
0.0001 0.0147358119071 0.0216008370315
0.000101 0.0143557798908 -0.113477193085
0.000102 0.0141870009681 0.0882959742689
0.000103 0.0135569029802 -0.261118489122
0.000104 0.014154496414 0.479049786402
0.000105 0.0165317436836 0.308337761515
0.000106 0.0183412588293 0.302521801064
0.000107 0.018613463462 -0.178921653103
0.000108 0.0189106171218 0.311032681295
0.000109 0.0184614996281 -0.416619102832
0.00011 0.018056750522 0.324301711081
0.000111 0.0182266867573 -0.233925890094
0.000112 0.0168239588223 -0.177525633648
0.000113 0.0165577419455 0.126167870643
0.000114 0.0182573501726 0.44964932281
0.000115 0.0192721039268 -0.0891137167073
0.000116 0.0188061620753 -0.0211219149905
0.000117 0.0178715086366 -0.239709843992
0.000118 0.0181214208554 0.35525230338
0.000119 0.0189983641045 -0.0389928125952
0.00012 0.0187216433908 -0.0113701187806
0.000121 0.0176222514411 -0.302233312794
0.000122 0.0169859808725 0.134310332847
0.000123 0.0197801704248 0.791873976806
0.000124 0.022890681089 0.240903170224
0.000125 0.0228987293669 -0.192551913347
0.000126 0.0221482138429 -0.00129765447968
0.000127 0.0210736160569 -0.297535614583
0.000128 0.0198124636772 -0.0630155761096
0.000129 0.0202486117115 0.241906882655
0.00013 0.0212768887148 0.126929353666
0.000131 0.0214915471995 -0.0158329999284
0.000132 0.0202303945497 -0.343882414735
0.000133 0.0196771892774 0.207699291284
0.000134 0.0194241553547 -0.249141145784
0.000135 0.0176339714416 -0.283633965035
0.000136 0.0163707068707 -0.0844709584551
0.000137 0.0158873539356 -0.0371269984742
0.000138 0.0162266906248 0.177255265942
0.000139 0.0173994919675 0.229685178575
0.00014 0.0179652424803 -0.0142364628147
0.000141 0.0186815182514 0.278880882738
0.000142 0.0195256155989 0.0280107817278
0.000143 0.021067881773 0.503501285978
0.000144 0.0236554501256 0.364870633722
0.000145 0.0235149583047 -0.362420160819
0.000146 0.0235711751948 0.427400686217
0.000147 0.0254550941039 0.221295596616
0.000148 0.0256458583518 -0.109472498109
0.000149 0.0258149864621 0.214768492457
0.00015 0.0257123711879 -0.195904591074
0.000151 0.0234832069131 -0.464464857401
0.000152 0.0210727071377 -0.258265137724
0.000153 0.0188505421859 -0.409148685841
0.000154 0.0177029791534 0.0804215489368
0.000155 0.0176222135077 -0.0708048597761
0.000156 0.0191042077128 0.579264687745
0.000157 0.0198440490629 -0.304817615031
0.000158 0.0212367711961 0.789215658991
0.000159 0.0247493836063 0.374869752313
0.00016 0.0254365531856 -0.105950944929
0.000161 0.0248554337123 -0.0287331415786
0.000162 0.0269634226326 0.751545711214
0.000163 0.0308241649947 0.535154338262
0.000164 0.0318015003832 -0.161433156588
0.000165 0.0309950946451 -0.0324571670902
0.000166 0.0315394657695 0.268270438128
0.000167 0.0318596997758 -0.10293762247
0.000168 0.0308161264436 -0.166566259912
0.000169 0.0301918195344 0.0288511446843
0.00017 0.0293761128973 -0.228930699066
0.000171 0.0288753594058 0.127787384466
0.000172 0.0283939896745 -0.223742779759
0.000173 0.0262851137531 -0.392854171337
0.000174 0.0241748045436 -0.228418194641
0.000175 0.024213558656 0.289142374949
0.000176 0.0236910867655 -0.407545697541
0.000177 0.0204607495722 -0.576550730447
0.000178 0.0171910717026 -0.426568238797
0.000179 0.0158609306681 0.0362231998495
0.00018 0.0159091782093 0.0109045783714
0.000181 0.0143691591215 -0.470829541592
0.000182 0.0119276281318 -0.280037122579
0.000183 0.00970648685317 -0.40533999005
0.000184 0.0084765961688 0.0320367093127
0.000185 0.00910489284628 0.185537823602
0.000186 0.0107458718239 0.356652772661
0.000187 0.0119104012017 0.0366847140599
0.000188 0.0132105982901 0.402301872669
0.000189 0.0148469554181 0.146624332215
0.00019 0.0143561957001 -0.273634851098
0.000191 0.0144270714913 0.324978583335
0.000192 0.0149358998405 -0.133650518095
0.000193 0.013249201165 -0.375057244316
0.000194 0.0137319045487 0.555687609162
0.000195 0.0145135864253 -0.278625049012
0.000196 0.0139438620113 0.125733584069
0.000197 0.0132173193529 -0.329838113624
0.000198 0.0124484358102 0.11076063582
0.000199 0.0137889741905 0.342183393465
0.0002 0.014900049998 0.0401720445504
0.000201 0.0137160660384 -0.388429727955
0.000202 0.013359849763 0.302118481679
0.000203 0.0134303682154 -0.252881543156
0.000204 0.0136228108748 0.341191123284
0.000205 0.0147102865868 0.0332962442866
0.000206 0.0148084872045 0.0274807569456
0.000207 0.0144876804357 -0.100300555364
0.000208 0.0153141808945 0.393185683643
0.000209 0.0169079022978 0.146333678047
0.00021 0.0182464020728 0.314878337368
0.000211 0.0197961820301 0.216474528567
0.000212 0.0209760867443 0.199873075491
0.000213 0.0200009972546 -0.469276615978
0.000214 0.0182954377769 -0.0353233922284
0.000215 0.0183818728967 0.0995138560499
0.000216 0.0193974166166 0.261523039375
0.000217 0.0187269880974 -0.436802660325
0.000218 0.0183664197899 0.359123611287
0.000219 0.0195030443831 0.0405446977907
0.00022 0.0195847107775 0.0245382780705
0.000221 0.0214182935163 0.600112239143
0.000222 0.0244252744382 0.402883083791
0.000223 0.0245343019144 -0.319218983882
0.000224 0.0233953953054 0.00462344801368
0.000225 0.0244407593568 0.375962418876
0.000226 0.0275422020619 0.66324041701
0.000227 0.0283742932574 -0.342461067964
0.000228 0.025663452286 -0.466388667564
0.000229 0.0243438888103 0.0963659088863
0.00023 0.026616577442 0.678013817083
0.000231 0.0285648120147 -0.00269010254054
0.000232 0.0300648043136 0.538782096803
0.000233 0.0308847163912 -0.216846456013
0.000234 0.0302145509856 0.0646254494339
0.000235 0.0319003797438 0.534105441431
0.000236 0.0331739371837 -0.0636452007656
0.000237 0.033097968986 0.105735678589
0.000238 0.0312153050079 -0.640692961195
0.000239 0.0275180172849 -0.477456950824
0.00024 0.0264840803798 0.202346709935
0.000241 0.0256356340222 -0.42029585907
0.000242 0.0248865040608 0.232362524394
0.000243 0.0258676151816 0.130688964064
0.000244 0.0244501348162 -0.531569227852
0.000245 0.0246186144883 0.634266722388
0.000246 0.0269163955978 0.148674731154
0.000247 0.0268672204653 -0.110544045928
0.000248 0.0265892229517 0.0755111324282
0.000249 0.0253667213737 -0.412689526257
0.00025 0.0234145602046 -0.159921391716
0.000251 0.0244897155373 0.550058239068
0.000252 0.0277181742807 0.5297999859
0.000253 0.0285360259258 -0.213215521615
0.000254 0.0280681176709 0.120879841845
0.000255 0.0287853360533 0.164271313529
0.000256 0.027863410268 -0.401080658987
0.000257 0.0263731063342 -0.019061299942
0.000258 0.0262437450408 0.0305011727167
0.000259 0.0253823892488 -0.253053102518
0.00026 0.0252889235373 0.273973355309
0.000261 0.0264075203748 0.133783520636
0.000262 0.0264752387841 -0.0593453223231
0.000263 0.027079003011 0.305083686443
0.000264 0.0280592564516 0.0620789341254
0.000265 0.0272386850618 -0.267976978277
0.000266 0.0257297100046 -0.159376305366
0.000267 0.0255031735328 0.138500390324
0.000268 0.0253284291434 -0.143291654332
0.000269 0.0241853873221 -0.171036041237
0.00027 0.0236731090651 0.0558313039429
0.000271 0.0212365480403 -0.786503109325
0.000272 0.0181089315373 -0.1697026642
0.000273 0.0172839426759 -0.0575065721604
0.000274 0.0172759825133 0.0895326988997
0.000275 0.0169627691629 -0.154992853142
0.000276 0.0170851976489 0.228011017381
0.000277 0.0171588150939 -0.170333844085
0.000278 0.0154360877722 -0.345432390753
0.000279 0.0154564761903 0.382814789775
0.00028 0.017353076439 0.253701372157
0.000281 0.0178958855965 -0.0456708889845
0.000282 0.0182449801234 0.192931993823
0.000283 0.019883738967 0.366829866251
0.000284 0.0215194180441 0.195226111629
0.000285 0.0230168639374 0.325962002204
0.000286 0.024399098255 0.161432808305
0.000287 0.0248723600176 0.0384825477714
0.000288 0.0244473355584 -0.124452339432
0.000289 0.0240304072155 0.0402176688197
0.00029 0.0237945041607 -0.0674830319643
0.000291 0.0237438381311 0.098893876138
0.000292 0.0264205205366 0.803284954386
0.000293 0.0295761066287 0.257165922605
0.000294 0.0309301369047 0.234341543948
0.000295 0.0301216778435 -0.430630240951
0.000296 0.0286117335804 0.00873346586341
0.000297 0.0290154181662 0.177390480449
0.000298 0.0279554259245 -0.457825646172
0.000299 0.025519404684 -0.264109167037
0.0003 0.0258865391467 0.432377639907
0.000301 0.0266717200525 -0.129888535963
0.000302 0.0273237682211 0.391437402586
0.000303 0.0276310583967 -0.23866907514
0.000304 0.025596334792 -0.355776170711
0.000305 0.0253830089335 0.338851784686
0.000306 0.025067209591 -0.388923618903
0.000307 0.0237834707538 0.0291475360896
0.000308 0.0228759046145 -0.271375435249
0.000309 0.0210963528464 -0.251101228033
0.00031 0.0210498902675 0.278457972943
0.000311 0.0219160438741 0.0402132171325
0.000312 0.0205306015462 -0.438766561419
0.000313 0.018831158605 -0.0628211676233
0.000314 0.0174977571002 -0.325284797893
0.000315 0.0176912171764 0.422054027005
0.000316 0.0188398849421 -0.0198906191304
0.000317 0.0172895033177 -0.437481791006
0.000318 0.0155442798083 -0.0852063225111
0.000319 0.0166866260655 0.481057335479
0.00032 0.0182112680492 0.039149174934
0.000321 0.0180700175529 -0.04782931872
0.000322 0.0183284990643 0.166505055813
0.000323 0.0188905475138 0.0496195687571
0.000324 0.0187761253934 -0.0483745879776
0.000325 0.0177166768641 -0.252365550546
0.000326 0.0177545777005 0.299901016047
0.000327 0.0187981014956 0.0688156035753
0.000328 0.0178456124875 -0.335358557343
0.000329 0.0151955406186 -0.475144364517
0.00033 0.0147492494317 0.363030257645
0.000331 0.0160612525953 0.0854038220643
0.000332 0.0155252095296 -0.224445167169
0.000333 0.0138529682402 -0.278467589554
0.000334 0.0132814755167 0.123690249547
0.000335 0.0156089422312 0.646055833186
0.000336 0.0173837403561 -0.0481273614707
0.000337 0.0174401309738 0.100900923913
0.000338 0.0170901398182 -0.177776298033
0.000339 0.0159681102799 -0.146318546498
0.00034 0.0152421386296 -0.053555157969
0.000341 0.0132008820119 -0.567753983042
0.000342 0.0102867092162 -0.336368436658
0.000343 0.0102005999689 0.329446321137
0.000344 0.0112774759049 0.034812011376
0.000345 0.00965629220688 -0.529917041677
0.000346 0.00889121430919 0.304932689657
0.000347 0.010763454317 0.310674482777
0.000348 0.0129027687795 0.393956683368
0.000349 0.0152885879021 0.393664486695
0.00035 0.0161919926581 -0.0746212410782
0.000351 0.0170649712147 0.38575590993
0.000352 0.0181917758153 0.00817388129547
0.000353 0.0183822741662 0.08903767707
0.000354 0.019926837683 0.440921272017
0.000355 0.0214816999854 0.0954153081668
0.000356 0.0217279456094 0.026176753961
0.000357 0.0231022318328 0.456102314831
0.000358 0.0237405849427 -0.20606539229
0.000359 0.0236431712487 0.222441406616
0.00036 0.0231760196231 -0.324321196504
0.000361 0.0217024653862 -0.0998471999207
0.000362 0.0211009907823 -0.0488046566211
0.000363 0.0199194239837 -0.28627932181
0.000364 0.0190503797647 0.0486237591507
0.000365 0.0175670758749 -0.484156595859
0.000366 0.0151879645618 -0.240383014997
0.000367 0.0151693708196 0.26482177841
0.000368 0.0163740718065 0.150189898252
0.000369 0.0181948502792 0.463950812233
0.00037 0.019968049247 0.138638848917
0.000371 0.0216080702458 0.424972168054
0.000372 0.023520462351 0.228889677885
0.000373 0.0238864641432 -0.0649807625843
0.000374 0.0224506257018 -0.345723718417
0.000375 0.0202611684059 -0.308490390151
0.000376 0.0194434689098 0.087913193926
0.000377 0.0192170450868 -0.121325621251
0.000378 0.0189479047577 0.073820543582
0.000379 0.0198060559029 0.238091410416
0.00038 0.0191737094858 -0.400393761068
0.000381 0.0171076250927 -0.220979992367
0.000382 0.0164632102088 0.0494271993261
0.000383 0.0173996506637 0.282513916159
0.000384 0.0189301799681 0.240998523133
0.000385 0.0171121073796 -0.783666714488
0.000386 0.0138248085593 -0.231776082911
0.000387 0.0115027911342 -0.482017419694
0.000388 0.00954223089745 -0.121003264098
0.000389 0.0107462568418 0.52454511313
0.00039 0.012258357663 -0.0202238583054
0.000391 0.0115416128236 -0.184123139468
0.000392 0.0102898194051 -0.192503648888
0.000393 0.0106832163476 0.338698820651
0.000394 0.0121075607477 0.137474860323
0.000395 0.0123303579129 -0.0421184013811
0.000396 0.0127109891832 0.188318444815
0.000397 0.0128315271423 -0.12440750445
0.000398 0.0126178689305 0.0818473794351
0.000399 0.0139617098013 0.372490033938
0.0004 0.0129512697428 -0.667210114419
0.000401 0.0101415228724 -0.20406729948
0.000402 0.0112003858682 0.562455767908
0.000403 0.0129066778192 0.00478089248754
0.000404 0.0122346459163 -0.193553967261
0.000405 0.0133668516593 0.579547746015
0.000406 0.0138933308397 -0.384704035539
0.000407 0.0114302674807 -0.373989783607
0.000408 0.0107096948997 0.166764369743
0.000409 0.0110204321487 -0.0461235043337
0.00041 0.010984563749 0.0567112340128
0.000411 0.0100083143891 -0.346468178487
0.000412 0.00866684150085 -0.0618607480142
0.000413 0.00908236776947 0.211876076553
0.000414 0.00937207727278 -0.101204232486
0.000415 0.0088292766941 -0.0533732039669
0.000416 0.00869429242744 0.0279299465332
0.000417 0.00827605663627 -0.144088184554
0.000418 0.00617971826112 -0.508741270148
0.000419 0.00216947717027 -0.759408919618
0.00042 -0.000729497199702 -0.161923302167
0.000421 -0.00184065790188 -0.194340289577
0.000422 -0.00116054404351 0.407826052482
0.000423 -0.000653344663265 -0.248193364191
0.000424 -0.00373033620499 -0.735627144113
0.000425 -0.00566814110974 0.109406208121
0.000426 -0.0049997771739 0.0926727219432
0.000427 -0.00364556291699 0.329741723951
0.000428 -0.0030902562437 -0.15971793914
0.000429 -0.00376434198467 -0.0617048145747
0.00043 -0.00393060805334 0.00108573114054
0.000431 -0.0047699762674 -0.276965516145
0.000432 -0.00487371410533 0.234301046388
0.000433 -0.00281037594576 0.414795798292
0.000434 -0.00082562315684 0.21333463695
0.000435 0.000419838872627 0.182702455612
0.000436 0.00142919887951 0.140435851051
0.000437 0.00379625124844 0.618245769222
0.000438 0.00550583030764 -0.0647677719109
0.000439 0.00480659387718 -0.147493672498
0.00044 0.00522168746039 0.289650345062
0.000441 0.00529527565441 -0.255709532284
0.000442 0.00479082275478 0.105223285625
0.000443 0.00401254142352 -0.344154563419
0.000444 0.00328887021023 0.121104273514
0.000445 0.00193629784007 -0.546416262664
0.000446 -0.000102911406098 -0.100850813954
0.000447 -0.000673749259443 -0.0816291788393
0.000448 -0.001070375479 -0.0463649927042
0.000449 0.000992751273361 0.703001010226
0.00045 0.0030693102052 -0.0379497115006
0.000451 0.00247375073881 -0.146079693518
0.000452 0.000717177425123 -0.409864029871
0.000453 0.000126764670952 0.222773755385
0.000454 -0.000703717899391 -0.487701521057
0.000455 -0.00189297855482 0.106551400731
0.000456 -0.0015292108085 0.00581727983326
0.000457 -0.000578887714148 0.294571857645
0.000458 0.000395909506711 0.0155327565718
0.000459 -0.000682179026382 -0.358985264356
0.00046 -6.2861659134e-05 0.555375064351
0.000461 0.00217609815931 0.159421217128
0.000462 0.0014348691256 -0.3917507792
0.000463 0.000676033003629 0.152316641713
0.000464 9.4435864733e-05 -0.336674291931
0.000465 -0.00223365485927 -0.406519220447
0.000466 -0.00316305009592 0.105286823493
0.000467 -0.0011631794846 0.526965533599
0.000468 0.000646691054612 0.0486176633163
0.000469 -0.000703158427967 -0.478344565854
0.00047 -0.00364844270531 -0.463520138378
0.000471 -0.0033909893074 0.53843066815
0.000472 -0.00256696677151 -0.282094104617
0.000473 -0.00264030911379 0.253541236108
0.000474 -0.0027201106617 -0.284303277515
0.000475 -0.00578176190387 -0.698752453482
0.000476 -0.00959787638116 -0.531334149734
0.000477 -0.0101462648019 0.337032552749
0.000478 -0.00886360020242 0.0522424049317
0.000479 -0.00739642807642 0.398512959227
0.00048 -0.0059267435668 0.0559789781157
0.000481 -0.00496000350193 0.240857194831
0.000482 -0.0030718290299 0.352135573926
0.000483 -0.00176706133246 0.0583459929798
0.000484 -0.00124171464722 0.105868274627
0.000485 -0.00081163912692 0.0289756615145
0.000486 0.000753704714835 0.469230824181
0.000487 0.00297495890619 0.241545008274
0.000488 0.00406858553008 0.113610702342
0.000489 0.00515604619226 0.241763408986
0.00049 0.00719829833279 0.420659981951
0.000491 0.00858382956919 0.0361504361136
0.000492 0.00912067877003 0.152438480244
0.000493 0.00893590519426 -0.193197152154
0.000494 0.00972231254524 0.462176604276
0.000495 0.0100579089962 -0.335572714626
0.000496 0.00987793467837 0.298220953677
0.000497 0.00940293494466 -0.43013719523
0.000498 0.0083592423285 0.115681694644
0.000499 0.00714840808924 -0.485594553113
0.0005 0.00661492685472 0.329545537014
0.000501 0.00808564931311 0.153300537493
0.000502 0.0106721354747 0.688761363018
0.000503 0.0143762855109 0.515354634393
0.000504 0.0142747646868 -0.519018666152
0.000505 0.010794563026 -0.563694600688
0.000506 0.00814154127247 -0.261852347429
0.000507 0.00765319023834 0.122200116846
0.000508 0.00737876326166 -0.194520983058
0.000509 0.00684837318392 0.0399197142245
0.00051 0.00617829589783 -0.24018526981
0.000511 0.00427635658115 -0.354766165132
0.000512 0.00443679188096 0.414547455615
0.000513 0.00785673162559 0.686346698763
0.000514 0.0106335955113 0.216046855771
0.000515 0.01249479158 0.399518640137
0.000516 0.0142043394339 0.17134647367
0.000517 0.0158410060276 0.379666028956
0.000518 0.0173683523139 0.139712751918
0.000519 0.0175367498209 -0.0512050584883
0.00052 0.015153863736 -0.674600526412
0.000521 0.0131274508601 0.0578545891098
0.000522 0.0127055840893 -0.16630591796
0.000523 0.0113823465565 -0.230805739858
0.000524 0.0101200605105 -0.149489980688
0.000525 0.0116476502352 0.657504602826
0.000526 0.0116532277097 -0.632428359612
0.000527 0.0108460337285 0.397989796775
0.000528 0.0137711767857 0.557729367357
0.000529 0.0170592626033 0.519731294372
0.00053 0.0165421356947 -0.650736503488
0.000531 0.0151094518024 0.226350644289
0.000532 0.0165679680211 0.269586907101
0.000533 0.0165452485429 -0.243705525036
0.000534 0.01592326581 0.0781907864659
0.000535 0.0166427009192 0.183378487995
0.000536 0.0186641619001 0.495379389557
0.000537 0.0176881015473 -0.769716785922
0.000538 0.0159329697927 0.244662068221
0.000539 0.0173403402618 0.236591175669
0.00054 0.0185812390952 0.19432077012
0.000541 0.0193455007408 0.0868780071407
0.000542 0.0190219896603 -0.151487291946
0.000543 0.0199759281839 0.494133272672
0.000544 0.0206580824054 -0.236362829477
0.000545 0.0178332334882 -0.624323191953
0.000546 0.0164030325434 0.20331235801
0.000547 0.016406723498 -0.169327734623
0.000548 0.013945901011 -0.583623766628
0.000549 0.0117143093741 -0.101053702942
0.00055 0.0114110769 0.0276571949076
0.000551 0.0119836786063 0.178002344572
0.000552 0.0140101339094 0.493032224804
0.000553 0.0164189543293 0.304148217157
0.000554 0.0145924944003 -0.85451702057
0.000555 0.0117237837589 -0.0323056590284
0.000556 0.0110563370358 -0.157369110638
0.000557 0.0121316974822 0.522855006448
0.000558 0.0140560609072 0.115876654754
0.000559 0.0144707031866 0.0446348461086
0.00056 0.0167527659445 0.712991759731
0.000561 0.0168470826388 -0.649369974913
0.000562 0.0142455999123 -0.147615013109
0.000563 0.0140283257022 0.106728409645
0.000564 0.0163453441957 0.661175153181
0.000565 0.0205174872932 0.703722072834
0.000566 0.0226063329112 0.00430195827091
0.000567 0.0217925580868 -0.218935639007
0.000568 0.0214319784507 0.147384112633
0.000569 0.0225086422681 0.239269245259
0.00057 0.0233378629219 0.0705263918633
0.000571 0.0267901559042 1.07850061324
0.000572 0.0295535131585 -0.142553011103
0.000573 0.0298861805201 0.307884014789
0.000574 0.0318011451155 0.363355473277
0.000575 0.0326635899118 -0.0243660333098
0.000576 0.0335052028417 0.358428541992
0.000577 0.0322359231382 -0.696711693968
0.000578 0.0289882180535 -0.275840800717
0.000579 0.0265004041276 -0.460566344707
0.00058 0.0248112861307 -0.0257849223595
0.000581 0.0264015418085 0.583191854087
0.000582 0.0287195735127 0.209781669179
0.000583 0.0293369400029 0.0447887015697
0.000584 0.0301417689328 0.270875012442
0.000585 0.0306533454783 -0.0472400260587
0.000586 0.029378473685 -0.298532450204
0.000587 0.0290721797546 0.25948671752
0.000588 0.0297713314678 0.0219036959609
0.000589 0.0306454739408 0.31676130051
0.00059 0.0307819195685 -0.211901914764
0.000591 0.0293333873107 -0.189064916468
0.000592 0.0296210003739 0.339569385568
0.000593 0.0309841226517 0.154931034556
0.000594 0.0311122696238 -0.0520441941774
0.000595 0.0318473104198 0.348974526318
0.000596 0.0312384507517 -0.479694816801
0.000597 0.0312312665213 0.539877722536
0.000598 0.0327282720818 0.000593485624531
0.000599 0.0331880392212 0.211671251509
0.0006 0.0319578004736 -0.538122567534
0.000601 0.0311066703842 0.330263916511
0.000602 0.0305680075386 -0.44005094769
0.000603 0.0280242616546 -0.311056245937
0.000604 0.027473244718 0.19115961395
0.000605 0.028430012352 0.169292239797
0.000606 0.0281383275586 -0.205570053262
0.000607 0.0287004357438 0.441333409
0.000608 0.0301676747736 0.0845713901222
0.000609 0.0296916374699 -0.176239457856
0.00061 0.0294173707377 0.148046653754
0.000611 0.02983118703 0.0429237209108
0.000612 0.0315400302509 0.562389187539
0.000613 0.0330473852631 -0.0179957696699
0.000614 0.0326432177295 -0.0449641489461
0.000615 0.0327163869053 0.133614225588
0.000616 0.0318826459957 -0.334403166709
0.000617 0.0294835044615 -0.367901151547
0.000618 0.0275703239046 -0.184029305381
0.000619 0.0277221079326 0.287636093888
0.00062 0.026462320016 -0.634454614286
0.000621 0.0242447994966 -0.0206969703329
0.000622 0.0241899448389 0.0516709347968
0.000623 0.0231919985165 -0.321945171739
0.000624 0.0235638192556 0.487055206664
0.000625 0.0255422559587 0.191806830338
0.000626 0.0255826081752 -0.127837456759
0.000627 0.0257473591904 0.231609301017
0.000628 0.0260717437029 -0.0765354008678
0.000629 0.0269943911382 0.423289335839
0.00063 0.0281084795162 -0.0135611204068
0.000631 0.0276521416912 -0.0759350995282
0.000632 0.0275800702495 0.108226259069
0.000633 0.027583805743 -0.0518733385652
0.000634 0.026834099909 -0.132347534471
0.000635 0.0247213101351 -0.488618927948
0.000636 0.023219202194 0.0584236325294
0.000637 0.0254335716088 0.695084817664
0.000638 0.027546572872 0.0304845184055
0.000639 0.0279554311795 0.155161126973
0.00064 0.0278086288723 -0.146125692618
0.000641 0.0269254406378 -0.0802677842873
0.000642 0.0275190049378 0.32364961466
0.000643 0.0278656725499 -0.157917209018
0.000644 0.0269958528315 -0.0640934811697
0.000645 0.0269913135099 0.116635736569
0.000646 0.0268915025675 -0.0945237302007
0.000647 0.0269314905246 0.161075285361
0.000648 0.0266119332786 -0.209250092169
0.000649 0.0255917943469 -0.0632664874559
0.00065 0.0249958988429 -0.0758252494044
0.000651 0.0249315173848 0.105259411029
0.000652 0.025514745751 0.130834206993
0.000653 0.0254704828273 -0.0939383046503
0.000654 0.0254826847106 0.148775452295
0.000655 0.0280798125386 0.731478508292
0.000656 0.0295633022697 -0.201625946044
0.000657 0.0285935169587 -0.0489094866976
0.000658 0.0277721563611 -0.156172038318
0.000659 0.025936070897 -0.37456388952
0.00066 0.0226376101264 -0.626795101907
0.000661 0.0189966778825 -0.490515338256
0.000662 0.0176978594818 0.113783138316
0.000663 0.0196621383702 0.548826248942
0.000664 0.0197612564485 -0.477852589908
