%frequency sig_1.db sig_1.deg sig_2.db sig_2.deg sig_3.db sig_3.deg
1              -640 0  -640 0  -640 0
1.01392540756  -640 0  -640 0  -640 0
1.02804473209  -640 0  -640 0  -640 0
1.04236067398  -640 0  -640 0  -640 0
1.05687597118  -640 0  -640 0  -640 0
1.07159339982  -640 0  -640 0  -640 0
1.08651577465  -640 0  -640 0  -640 0
1.10164594963  -640 0  -640 0  -640 0
1.11698681847  -640 0  -640 0  -640 0
1.13254131515  -640 0  -640 0  -640 0
1.14831241454  -640 0  -640 0  -640 0
1.16430313292  -640 0  -640 0  -640 0
1.18051652857  -640 0  -640 0  -640 0
1.19695570236  -640 0  -640 0  -640 0
1.21362379834  -640 0  -640 0  -640 0
1.23052400436  -640 0  -640 0  -640 0
1.24765955263  -640 0  -640 0  -640 0
1.2650337204  -640 0  -640 0  -640 0
1.28264983053  -640 0  -640 0  -640 0
1.30051125217  -640 0  -640 0  -640 0
1.31862140139  -640 0  -640 0  -640 0
1.33698374182  -640 0  -640 0  -640 0
1.35560178533  -640 0  -640 0  -640 0
1.37447909268  -640 0  -640 0  -640 0
1.39361927422  -640 0  -640 0  -640 0
1.4130259906  -640 0  -640 0  -640 0
1.43270295341  -640 0  -640 0  -640 0
1.45265392595  -640 0  -640 0  -640 0
1.47288272391  -640 0  -640 0  -640 0
1.49339321612  -640 0  -640 0  -640 0
1.5141893253  -640 0  -640 0  -640 0
1.53527502878  -640 0  -640 0  -640 0
1.55665435927  -640 0  -640 0  -640 0
1.57833140565  -640 0  -640 0  -640 0
1.60031031374  -640 0  -640 0  -640 0
1.62259528708  -640 0  -640 0  -640 0
1.64519058775  -640 0  -640 0  -640 0
1.6681005372  -640 0  -640 0  -640 0
1.69132951703  -640 0  -640 0  -640 0
1.71488196987  -640 0  -640 0  -640 0
1.73876240022  -640 0  -640 0  -640 0
1.76297537529  -640 0  -640 0  -640 0
1.7875255259  -640 0  -640 0  -640 0
1.81241754737  -640 0  -640 0  -640 0
1.83765620039  -640 0  -640 0  -640 0
1.86324631193  -640 0  -640 0  -640 0
1.88919277621  -640 0  -640 0  -640 0
1.91550055557  -640 0  -640 0  -640 0
1.94217468149  -640 0  -640 0  -640 0
1.96922025548  -640 0  -640 0  -640 0
1.99664245011  -640 0  -640 0  -640 0
2.02444650998  -640 0  -640 0  -640 0
2.05263775271  -640 0  -640 0  -640 0
2.08122156999  -640 0  -640 0  -640 0
2.11020342857  -640 0  -640 0  -640 0
2.13958887134  -640 0  -640 0  -640 0
2.16938351839  -640 0  -640 0  -640 0
2.19959306803  -640 0  -640 0  -640 0
2.23022329797  -640 0  -640 0  -640 0
2.26128006634  -640 0  -640 0  -640 0
2.29276931287  -640 0  -640 0  -640 0
2.32469705999  -640 0  -640 0  -640 0
2.357069414  -640 0  -640 0  -640 0
2.38989256623  -640 0  -640 0  -640 0
2.42317279424  -640 0  -640 0  -640 0
2.45691646298  -640 0  -640 0  -640 0
2.49113002607  -640 0  -640 0  -640 0
2.52582002696  -640 0  -640 0  -640 0
2.56099310026  -640 0  -640 0  -640 0
2.59665597293  -640 0  -640 0  -640 0
2.63281546565  -640 0  -640 0  -640 0
2.66947849403  -640 0  -640 0  -640 0
2.70665207003  -640 0  -640 0  -640 0
2.74434330323  -640 0  -640 0  -640 0
2.78255940221  -640 0  -640 0  -640 0
2.82130767594  -640 0  -640 0  -640 0
2.86059553518  -640 0  -640 0  -640 0
2.90043049386  -640 0  -640 0  -640 0
2.94082017059  -640 0  -640 0  -640 0
2.98177229002  -640 0  -640 0  -640 0
3.02329468441  -640 0  -640 0  -640 0
3.06539529506  -640 0  -640 0  -640 0
3.10808217387  -640 0  -640 0  -640 0
3.15136348487  -640 0  -640 0  -640 0
3.19524750576  -640 0  -640 0  -640 0
3.23974262953  -640 0  -640 0  -640 0
3.28485736603  -640 0  -640 0  -640 0
3.33060034362  -640 0  -640 0  -640 0
3.37698031083  -640 0  -640 0  -640 0
3.42400613797  -640 0  -640 0  -640 0
3.47168681893  -640 0  -640 0  -640 0
3.5200314728  -640 0  -640 0  -640 0
3.56904934568  -640 0  -640 0  -640 0
3.61874981241  -640 0  -640 0  -640 0
3.6691423784  -640 0  -640 0  -640 0
3.72023668141  -640 0  -640 0  -640 0
3.77204249342  -640 0  -640 0  -640 0
3.82456972247  -640 0  -640 0  -640 0
3.87782841459  -640 0  -640 0  -640 0
3.93182875571  -640 0  -640 0  -640 0
3.98658107358  -640 0  -640 0  -640 0
4.0420958398  -640 0  -640 0  -640 0
4.09838367176  -640 0  -640 0  -640 0
4.15545533472  -640 0  -640 0  -640 0
4.21332174385  -640 0  -640 0  -640 0
4.27199396631  -640 0  -640 0  -640 0
4.33148322338  -640 0  -640 0  -640 0
4.3918008926  -640 0  -640 0  -640 0
4.45295850994  -640 0  -640 0  -640 0
4.51496777204  -640 0  -640 0  -640 0
4.57784053838  -640 0  -640 0  -640 0
4.64158883361  -640 0  -640 0  -640 0
4.70622484984  -640 0  -640 0  -640 0
4.77176094894  -640 0  -640 0  -640 0
4.83820966493  -640 0  -640 0  -640 0
4.90558370637  -640 0  -640 0  -640 0
4.97389595879  -640 0  -640 0  -640 0
5.04315948717  -640 0  -640 0  -640 0
5.11338753841  -640 0  -640 0  -640 0
5.18459354389  -640 0  -640 0  -640 0
5.25679112202  -640 0  -640 0  -640 0
5.32999408084  -640 0  -640 0  -640 0
5.40421642071  -640 0  -640 0  -640 0
5.4794723369  -640 0  -640 0  -640 0
5.5557762224  -640 0  -640 0  -640 0
5.6331426706  -640 0  -640 0  -640 0
5.71158647813  -640 0  -640 0  -640 0
5.79112264764  -640 0  -640 0  -640 0
5.87176639073  -640 0  -640 0  -640 0
5.95353313081  -640 0  -640 0  -640 0
6.03643850608  -640 0  -640 0  -640 0
6.12049837248  -640 0  -640 0  -640 0
6.20572880678  -640 0  -640 0  -640 0
6.29214610961  -640 0  -640 0  -640 0
6.37976680861  -640 0  -640 0  -640 0
6.46860766155  -640 0  -640 0  -640 0
6.55868565957  -640 0  -640 0  -640 0
6.65001803043  -640 0  -640 0  -640 0
6.74262224178  -640 0  -640 0  -640 0
6.83651600451  -640 0  -640 0  -640 0
6.93171727616  -640 0  -640 0  -640 0
7.02824426431  -640 0  -640 0  -640 0
7.12611543011  -640 0  -640 0  -640 0
7.22534949179  -640 0  -640 0  -640 0
7.32596542822  -640 0  -640 0  -640 0
7.42798248256  -640 0  -640 0  -640 0
7.53142016597  -640 0  -640 0  -640 0
7.63629826128  -640 0  -640 0  -640 0
7.74263682681  -640 0  -640 0  -640 0
7.8504562002  -640 0  -640 0  -640 0
7.95977700231  -640 0  -640 0  -640 0
8.07062014115  -640 0  -640 0  -640 0
8.18300681587  -640 0  -640 0  -640 0
8.29695852083  -640 0  -640 0  -640 0
8.41249704974  -640 0  -640 0  -640 0
8.52964449974  -640 0  -640 0  -640 0
8.64842327573  -640 0  -640 0  -640 0
8.76885609459  -640 0  -640 0  -640 0
8.89096598953  -640 0  -640 0  -640 0
9.01477631452  -640 0  -640 0  -640 0
9.14031074876  -640 0  -640 0  -640 0
9.26759330115  -640 0  -640 0  -640 0
9.39664831495  -640 0  -640 0  -640 0
9.52750047243  -640 0  -640 0  -640 0
